StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q54_1,Q60_1,E_1_C_N_Rating_1,E_1_C_N_Confidence_1,E_2_C_N_Rating_1,E_2_C_N_Confidence_1,E_3_C_N_Rating_1,E_3_C_N_Confidence_1,E_4_C_N_Rating_1,E_4_C_N_Confidence_1,E_1_C_A_Rating_1,E_1_C_A_Confidence_1,E_2_C_A_Rating_1,E_2_C_A_Confidence_1,E_3_C_A_Rating_1,E_3_C_A_Confidence_1,E_4_C_A_Rating_1,E_4_C_A_Confidence_1,E_1_D_N_Rating_1,E_1_D_N_Confidence_1,E_2_D_N_Rating_1,E_2_D_N_Confidence_1,E_3_D_N_Rating_1,E_3_D_N_Confidence_1,E_4_D_N_Rating_1,E_4_D_N_Confidence_1,E_1_D_A_Rating_1,E_1_D_A_Confidence_1,E_2_D_A_Rating_1,E_2_D_A_Confidence_1,E_3_D_A_Rating_1,E_3_D_A_Confidence_1,E_4_D_A_Rating_1,E_4_D_A_Confidence_1,Se_1_C_N_Rating_1,Se_1_C_N_Confidence_1,Se_2_C_N_Rating_1,Se_2_C_N_Confidence_1,Se_3_C_N_Rating_1,Se_3_C_N_Confidence_1,Se_4_C_N_Rating_1,Se_4_C_N_Confidence_1,Se_1_C_A_Rating_1,Se_1_C_A_Confidence_1,Se_2_C_A_Rating_1,Se_2_C_A_Confidence_1,Se_3_C_A_Rating_1,Se_3_C_A_Confidence_1,Se_4_C_A_Rating_1,Se_4_C_A_Confidence_1,Se_1_D_N_Rating_1,Se_1_D_N_Confidence_1,Se_2_D_N_Rating_1,Se_2_D_N_Confidence_1,Se_3_D_N_Rating_1,Se_3_D_N_Confidence_1,Se_4_D_N_Rating_1,Se_4_D_N_Confidence_1,Se_1_D_A_Rating_1,Se_1_D_A_Confidence_1,Se_2_D_A_Rating_1,Se_2_D_A_Confidence_1,Se_3_D_A_Rating_1,Se_3_D_A_Confidence_1,Se_4_D_A_Rating_1,Se_4_D_A_Confidence_1,R_1_C_N_Rating_1,R_1_C_N_Confidence_1,R_2_C_N_Rating_1,R_2_C_N_Confidence_1,R_3_C_N_Rating_1,R_3_C_N_Confidence_1,R_4_C_N_Rating_1,R_4_C_N_Confidence_1,R_1_C_A_Rating_1,R_1_C_A_Confidence_1,R_2_C_A_Rating_1,R_2_C_A_Confidence_1,R_3_C_A_Rating_1,R_3_C_A_Confidence_1,R_4_C_A_Rating_1,R_4_C_A_Confidence_1,R_1_D_N_Rating_1,R_1_D_N_Confidence_1,R_2_D_N_Rating_1,R_2_D_N_Confidence_1,R_3_D_N_Rating_1,R_3_D_N_Confidence_1,R_4_D_N_Rating_1,R_4_D_N_Confidence_1,R_1_D_A_Rating_1,R_1_D_A_Confidence_1,R_2_D_A_Rating_1,R_2_D_A_Confidence_1,R_3_D_A_Rating_1,R_3_D_A_Confidence_1,R_4_D_A_Rating_1,R_4_D_A_Confidence_1,St_1_C_N_Rating_1,St_1_C_N_Confidence_1,St_2_C_N_Rating_1,St_2_C_N_Confidence_1,St_3_C_N_Rating_1,St_3_C_N_Confidence_1,St_4_C_N_Rating_1,St_4_C_N_Confidence_1,St_1_C_A_Rating_1,St_1_C_A_Confidence_1,St_2_C_A_Rating_1,St_2_C_A_Confidence_1,St_3_C_A_Rating_1,St_3_C_A_Confidence_1,St_4_C_A_Rating_1,St_4_C_A_Confidence_1,St_1_D_N_Rating_1,St_1_D_N_Confidence_1,St_2_D_N_Rating_1,St_2_D_N_Confidence_1,St_3_D_N_Rating_1,St_3_D_N_Confidence_1,St_4_D_N_Rating_1,St_4_D_N_Confidence_1,St_1_D_A_Rating_1,St_1_D_A_Confidence_1,St_2_D_A_Rating_1,St_2_D_A_Confidence_1,St_3_D_A_Rating_1,St_3_D_A_Confidence_1,St_4_D_A_Rating_1,St_4_D_A_Confidence_1,C_1_C_N_Rating_1,C_1_C_N_Confidence_1,C_2_C_N_Rating_1,C_2_C_N_Confidence_1,C_3_C_N_Rating_1,C_3_C_N_Confidence_1,C_4_C_N_Rating_1,C_4_C_N_Confidence_1,C_1_C_A_Rating_1,C_1_C_A_Confidence_1,C_2_C_A_Rating_1,C_2_C_A_Confidence_1,C_3_C_A_Rating_1,C_3_C_A_Confidence_1,C_4_C_A_Rating_1,C_4_C_A_Confidence_1,C_1_D_N_Rating_1,C_1_D_N_Confidence_1,C_2_D_N_Rating_1,C_2_D_N_Confidence_1,C_3_D_N_Rating_1,C_3_D_N_Confidence_1,C_4_D_N_Rating_1,C_4_D_N_Confidence_1,C_1_D_A_Rating_1,C_1_D_A_Confidence_1,C_2_D_A_Rating_1,C_2_D_A_Confidence_1,C_3_D_A_Rating_1,C_3_D_A_Confidence_1,C_4_D_A_Rating_1,C_4_D_A_Confidence_1,G_1_C_N_Rating_1,G_1_C_N_Confidence_1,G_2_C_N_Rating_1,G_2_C_N_Confidence_1,G_3_C_N_Rating_1,G_3_C_N_Confidence_1,G_4_C_N_Rating_1,G_4_C_N_Confidence_1,G_1_C_A_Rating_1,G_1_C_A_Confidence_1,G_2_C_A_Rating_1,G_2_C_A_Confidence_1,G_3_C_A_Rating_1,G_3_C_A_Confidence_1,G_4_C_A_Rating_1,G_4_C_A_Confidence_1,G_1_D_N_Rating_1,G_1_D_N_Confidence_1,G_2_D_N_Rating_1,G_2_D_N_Confidence_1,G_3_D_N_Rating_1,G_3_D_N_Confidence_1,G_4_D_N_Rating_1,G_4_D_N_Confidence_1,G_1_D_A_Rating_1,G_1_D_A_Confidence_1,G_2_D_A_Rating_1,G_2_D_A_Confidence_1,G_3_D_A_Rating_1,G_3_D_A_Confidence_1,G_4_D_A_Rating_1,G_4_D_A_Confidence_1,Q48,Q49,Q50,RandomID
11/18/19 8:32,11/18/19 8:33,IP Address,,100,47,TRUE,11/18/19 8:33,R_2lOaFxqJ5t806Qh,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Male,Yes.,1861926548
11/18/19 8:32,11/18/19 8:33,IP Address,,100,76,TRUE,11/18/19 8:33,R_2CUjYbSgVVLt4VA,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Yes.,1965278399
11/18/19 8:32,11/18/19 8:33,IP Address,,100,78,TRUE,11/18/19 8:33,R_2D1DEt2vA3vmqBX,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Male,Yes.,1611679083
11/18/19 8:32,11/18/19 8:33,IP Address,,100,69,TRUE,11/18/19 8:33,R_PCbE8uJ2sEhdGp3,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Female,Yes.,1486667524
11/18/19 8:32,11/18/19 8:33,IP Address,,100,85,TRUE,11/18/19 8:33,R_3dPWzkAqcufJV4z,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Male,Yes.,1999622600
11/18/19 8:32,11/18/19 8:33,IP Address,,100,71,TRUE,11/18/19 8:33,R_3FPQbzhmle2IASS,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Yes.,1844895928
11/18/19 8:32,11/18/19 8:33,IP Address,,100,91,TRUE,11/18/19 8:33,R_3pt0GG27NXqXWHI,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,30,Female,"No, I was distracted.",1355191860
11/18/19 8:32,11/18/19 8:33,IP Address,,100,82,TRUE,11/18/19 8:33,R_2SCcuh5UfNXo4oS,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,Male,Yes.,1735680893
11/18/19 8:33,11/18/19 8:33,IP Address,,100,40,TRUE,11/18/19 8:33,R_1eyKxIMr1j3eZOr,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,61,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Female,Yes.,1871086904
11/18/19 8:32,11/18/19 8:33,IP Address,,100,81,TRUE,11/18/19 8:33,R_0VaakagTkHKfe2B,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Male,Yes.,1426061622
11/18/19 8:32,11/18/19 8:33,IP Address,,100,49,TRUE,11/18/19 8:33,R_3D5QuAQ24gqWPOf,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,94,,,,,,,,,,,,,38,Female,Yes.,1753597592
11/18/19 8:32,11/18/19 8:33,IP Address,,100,76,TRUE,11/18/19 8:33,R_1rChyFfSYc3euti,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,"No, I had trouble paying attention.",1958899876
11/18/19 8:32,11/18/19 8:33,IP Address,,100,92,TRUE,11/18/19 8:33,R_29o8G6iuKbpMVu4,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Female,Yes.,1616182365
11/18/19 8:32,11/18/19 8:33,IP Address,,100,70,TRUE,11/18/19 8:33,R_1LZ1yR6eHDUi680,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,35,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Male,Yes.,1122957056
11/18/19 8:32,11/18/19 8:33,IP Address,,100,68,TRUE,11/18/19 8:33,R_OqJaZrmwv0beO6B,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,64,,,,,,,,,,,,,,,,,,,,,33,Female,Yes.,1623131390
11/18/19 8:32,11/18/19 8:33,IP Address,,100,79,TRUE,11/18/19 8:33,R_3rNzfA6sPxqOnn8,,,,,,,anonymous,EN,I consent. Begin the study.,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Female,Yes.,1851106858
